********************************************************************************************************************************
WARNING DATA ARE IN UTC! PLEASE ADJUST TIME STAMPS FOR PROJECT TIME ZONE
********************************************************************************************************************************
Hub height (m AGL)       : 100m
Path to ERA5 files       : /local/ERA5_SentoSe_24289_merged_windspeed.nc
Station name             : SentoSe
Station latitude         : -9.8436
Station longitude        : -41.1912
Model latitude/longitude : [-9.899999999999991,-41.10000000000002] [-9.599999999999994,-41.10000000000002] [-9.599999999999994,-40.80000000000001] [-9.899999999999991,-40.80000000000001] [-10.2,-40.80000000000001] [-10.2,-41.10000000000002] [-10.2,-41.40000000000003] [-9.899999999999991,-41.40000000000003] [-9.599999999999994,-41.40000000000003]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Date           Time(UTC)       c_ws       c_wd         n_ws       n_wd        ne_ws      ne_wd         e_ws       e_wd        se_ws      se_wd         s_ws       s_wd        sw_ws      sw_wd         w_ws       w_wd        nw_ws      nw_wd
2018-07-15     21:00:00        7.25      132.41        8.14      131.61        8.35      140.34        6.98      141.35        5.85      139.98        6.53      129.23        6.75      121.20        6.65      123.87        7.25      122.94
2018-07-15     22:00:00        7.00      133.81        8.21      133.18        8.09      143.34        6.58      144.95        5.82      147.33        6.36      133.65        6.72      122.76        6.77      124.59        7.87      124.44
2018-07-15     23:00:00        7.14      137.52        8.04      134.81        7.90      146.35        6.66      151.81        6.05      156.22        6.50      140.21        7.10      125.32        6.92      125.00        7.92      123.51
2018-07-16     00:00:00        7.35      143.66        8.02      139.23        8.11      150.05        7.08      157.71        6.15      160.64        6.33      146.03        7.03      128.45        6.90      129.30        7.59      126.14
2018-07-16     01:00:00        7.43      145.93        8.22      141.88        8.39      151.23        7.19      158.49        5.96      159.72        6.06      147.32        6.73      129.93        6.75      132.89        7.39      129.80
2018-07-16     02:00:00        7.38      145.45        8.31      141.77        8.49      149.67        7.16      156.07        5.77      155.97        5.80      145.92        6.45      128.85        6.53      133.48        7.29      131.07
2018-07-16     03:00:00        7.28      144.01        8.29      139.81        8.58      145.63        7.21      152.06        5.78      151.21        5.65      143.73        6.29      126.54        6.24      132.55        7.08      130.39
2018-07-16     04:00:00        7.34      142.28        8.31      137.14        8.51      142.98        7.19      150.32        5.75      149.55        5.68      141.76        6.30      125.24        6.27      130.80        7.05      127.83
2018-07-16     05:00:00        7.38      141.13        8.15      135.00        8.16      142.59        7.03      150.98        5.57      150.63        5.60      141.44        6.34      124.39        6.38      128.26        7.11      123.50
2018-07-16     06:00:00        7.32      141.32        8.05      133.93        8.03      142.53        7.04      151.67        5.51      151.69        5.44      142.52        6.29      124.49        6.36      127.09        7.22      120.69
2018-07-16     07:00:00        7.29      140.92        7.98      132.33        7.97      141.44        6.99      150.92        5.41      151.32        5.32      143.12        6.03      124.60        6.18      126.62        7.13      118.47
2018-07-16     08:00:00        7.34      139.34        8.00      130.07        7.97      139.11        6.97      148.61        5.26      148.53        5.28      140.84        5.98      122.94        5.95      124.64        7.05      115.26
2018-07-16     09:00:00        7.35      138.17        7.88      128.78        7.89      137.45        6.91      146.64        5.16      146.67        5.21      139.08        6.10      121.45        6.09      122.95        6.98      113.25
2018-07-16     10:00:00        6.86      140.55        7.52      130.67        8.18      137.94        7.00      147.18        4.76      150.63        4.80      141.70        5.39      121.98        5.50      124.81        6.44      114.71
2018-07-16     11:00:00        8.25      135.41        8.47      129.38        8.52      134.62        8.05      140.47        6.66      139.95        6.16      134.14        6.86      121.10        6.68      124.70        7.07      118.16
2018-07-16     12:00:00        7.87      132.08        8.12      125.33        8.46      130.30        7.78      137.47        6.40      139.66        6.53      132.59        7.16      121.35        6.85      123.10        7.09      116.86
2018-07-16     13:00:00        8.27      126.22        8.63      119.77        8.76      125.48        7.82      132.72        6.48      137.27        7.21      129.09        7.50      119.90        6.98      119.35        7.35      114.28
2018-07-16     14:00:00        8.09      124.02        8.80      117.95        8.60      125.08        7.46      131.06        6.37      133.98        7.13      126.05        7.35      117.90        6.89      115.51        7.78      111.19
2018-07-16     15:00:00        7.91      124.75        8.70      118.75        8.46      125.05        7.41      131.24        6.35      133.33        6.94      125.32        7.17      116.88        6.81      115.48        7.78      112.11
2018-07-16     16:00:00        7.74      127.96        8.42      121.92        8.17      128.07        7.16      135.69        6.13      138.18        6.89      128.09        7.07      119.37        6.72      119.17        7.56      115.68
2018-07-16     17:00:00        7.70      131.07        8.14      124.82        8.00      131.69        7.44      138.23        6.66      138.47        6.99      130.35        6.91      122.69        6.58      123.09        7.28      118.71
2018-07-16     18:00:00        7.53      132.44        7.90      126.37        8.00      133.04        7.42      139.88        6.44      141.70        6.90      132.14        6.79      123.97        6.42      124.48        7.02      119.92
2018-07-16     19:00:00        7.50      132.74        8.07      126.75        8.27      131.91        7.46      139.11        6.58      140.47        6.89      132.05        6.98      124.09        6.56      124.41        7.13      120.29
2018-07-16     20:00:00        7.28      133.79        8.14      127.29        8.29      132.11        7.19      140.36        6.23      140.22        6.49      131.04        6.83      121.89        6.68      124.64        7.37      121.33
2018-07-16     21:00:00        7.23      135.78        7.96      130.36        7.94      135.34        6.86      143.68        5.86      145.65        6.52      133.16        6.85      121.91        6.75      126.68        7.42      124.95
2018-07-16     22:00:00        6.74      135.29        7.60      130.93        7.48      137.63        6.22      145.15        5.29      148.44        6.17      133.55        6.53      120.98        6.41      125.93        7.34      125.57
